startRequest;endResponse
2.5625e+06;2.5625e+06;1.01
2.56259e+06;2.56259e+06;1.01
2.56262e+06;2.56262e+06;1.01
2.56272e+06;2.56272e+06;1.01
2.56281e+06;2.56282e+06;1.01
2.563e+06;2.56301e+06;1.01
2.56301e+06;2.56302e+06;1.01
2.56314e+06;2.56314e+06;1.01
2.56314e+06;2.56314e+06;1.01
2.56315e+06;2.56315e+06;1.01
2.56315e+06;2.56315e+06;1.38793
2.56318e+06;2.56318e+06;1.01
2.56335e+06;2.56335e+06;1.01
2.5634e+06;2.5634e+06;1.01
2.56369e+06;2.56369e+06;1.01
2.56374e+06;2.56374e+06;1.01
2.56374e+06;2.56374e+06;1.78792
2.56377e+06;2.56377e+06;1.01
2.56378e+06;2.56378e+06;1.01
2.56383e+06;2.56383e+06;1.01
2.56385e+06;2.56385e+06;1.01
2.56403e+06;2.56403e+06;1.01
2.56403e+06;2.56403e+06;1.01
2.56405e+06;2.56405e+06;1.01
2.56407e+06;2.56408e+06;1.01
2.56408e+06;2.56409e+06;1.01
2.56434e+06;2.56434e+06;1.01
2.56436e+06;2.56437e+06;1.01
2.5644e+06;2.5644e+06;1.01
2.56448e+06;2.56448e+06;1.01
2.56449e+06;2.56449e+06;1.01
2.5645e+06;2.5645e+06;1.01
2.56451e+06;2.56451e+06;1.01
2.56453e+06;2.56453e+06;1.01
2.56457e+06;2.56457e+06;1.01
2.56466e+06;2.56466e+06;1.01
2.56472e+06;2.56472e+06;1.01
2.56487e+06;2.56487e+06;1.01
2.5649e+06;2.56491e+06;1.01
2.56494e+06;2.56495e+06;1.01
2.56495e+06;2.56495e+06;1.01
2.56495e+06;2.56496e+06;1.88184
2.56499e+06;2.56499e+06;1.01
2.56501e+06;2.56501e+06;1.01
2.56502e+06;2.56502e+06;1.01
2.56502e+06;2.56503e+06;1.01
2.56514e+06;2.56514e+06;1.01
2.56518e+06;2.56518e+06;1.01
2.56518e+06;2.56518e+06;1.01
2.56543e+06;2.56543e+06;1.01
2.5655e+06;2.5655e+06;1.01
2.56552e+06;2.56552e+06;1.01
2.56553e+06;2.56553e+06;1.01
2.56554e+06;2.56554e+06;1.01
2.56558e+06;2.56558e+06;1.01
2.56571e+06;2.56571e+06;1.01
2.56584e+06;2.56584e+06;1.01
2.56586e+06;2.56586e+06;1.01
2.56595e+06;2.56595e+06;1.01
2.56596e+06;2.56596e+06;1.01
2.56596e+06;2.56596e+06;1.01
2.56602e+06;2.56603e+06;1.01
2.56609e+06;2.56609e+06;1.01
2.56631e+06;2.56631e+06;1.01
2.56631e+06;2.56631e+06;1.01
2.56633e+06;2.56633e+06;1.01
2.56635e+06;2.56635e+06;1.01
2.5664e+06;2.5664e+06;1.01
2.56641e+06;2.56641e+06;1.01
2.56642e+06;2.56642e+06;1.01
2.56643e+06;2.56643e+06;1.01
2.56644e+06;2.56644e+06;1.01
2.56645e+06;2.56645e+06;1.01
2.56647e+06;2.56647e+06;1.01
2.56652e+06;2.56652e+06;1.01
2.5667e+06;2.5667e+06;1.01
2.5668e+06;2.5668e+06;1.01
2.56687e+06;2.56687e+06;1.01
2.56692e+06;2.56692e+06;1.01
2.56694e+06;2.56694e+06;1.01
2.56694e+06;2.56695e+06;1.01
2.56701e+06;2.56701e+06;1.01
2.56703e+06;2.56703e+06;1.01
2.56709e+06;2.5671e+06;1.01
2.5672e+06;2.5672e+06;1.01
2.56728e+06;2.56729e+06;1.01
2.56729e+06;2.56729e+06;1.01
2.56736e+06;2.56736e+06;1.01
2.5676e+06;2.5676e+06;1.01
2.56763e+06;2.56763e+06;1.01
2.56765e+06;2.56766e+06;1.01
2.56766e+06;2.56766e+06;1.01
2.56766e+06;2.56767e+06;1.01
2.56767e+06;2.56767e+06;1.01
2.5677e+06;2.5677e+06;1.01
2.56773e+06;2.56773e+06;1.01
2.56786e+06;2.56786e+06;1.01
2.56792e+06;2.56792e+06;1.01
2.56793e+06;2.56793e+06;1.01
2.568e+06;2.56801e+06;1.01
2.56802e+06;2.56802e+06;1.01
2.56805e+06;2.56805e+06;1.01
2.56807e+06;2.56808e+06;1.01
2.5681e+06;2.5681e+06;1.01
2.56818e+06;2.56818e+06;1.01
2.56836e+06;2.56837e+06;1.01
2.56837e+06;2.56837e+06;1.01
2.56839e+06;2.56839e+06;1.01
2.56841e+06;2.56841e+06;1.01
2.56858e+06;2.56858e+06;1.01
2.56861e+06;2.56861e+06;1.01
2.56867e+06;2.56867e+06;1.01
2.56877e+06;2.56877e+06;1.01
2.56877e+06;2.56877e+06;1.01
2.56879e+06;2.56879e+06;1.01
2.5688e+06;2.5688e+06;1.01
2.56881e+06;2.56881e+06;1.01
2.56882e+06;2.56882e+06;1.01
2.56884e+06;2.56885e+06;1.01
2.56887e+06;2.56887e+06;1.01
2.56888e+06;2.56888e+06;1.01
2.56894e+06;2.56894e+06;1.01
2.56904e+06;2.56904e+06;1.01
2.56906e+06;2.56906e+06;1.01
2.56917e+06;2.56917e+06;1.01
2.56921e+06;2.56921e+06;1.01
2.56922e+06;2.56922e+06;1.01
2.56926e+06;2.56926e+06;1.01
2.56935e+06;2.56935e+06;1.01
2.56936e+06;2.56937e+06;1.01
2.56942e+06;2.56942e+06;1.01
2.56944e+06;2.56944e+06;1.01
2.5696e+06;2.5696e+06;1.01
2.56973e+06;2.56973e+06;1.01
2.56976e+06;2.56976e+06;1.01
2.56978e+06;2.56978e+06;1.01
2.5698e+06;2.5698e+06;1.01
2.56981e+06;2.56981e+06;1.01
2.56984e+06;2.56984e+06;1.01
2.56987e+06;2.56987e+06;1.01
2.56989e+06;2.56989e+06;1.01
2.56991e+06;2.56991e+06;1.01
2.56997e+06;2.56997e+06;1.01
2.57005e+06;2.57005e+06;1.01
2.57008e+06;2.57008e+06;1.01
2.57016e+06;2.57016e+06;1.01
2.57017e+06;2.57017e+06;1.01
2.57027e+06;2.57027e+06;1.01
2.5704e+06;2.5704e+06;1.01
2.57041e+06;2.57041e+06;1.01
2.57044e+06;2.57044e+06;1.01
2.57045e+06;2.57045e+06;1.01
2.57047e+06;2.57047e+06;1.01
2.57062e+06;2.57062e+06;1.01
2.57062e+06;2.57062e+06;1.01
2.57067e+06;2.57067e+06;1.01
2.57068e+06;2.57068e+06;1.01
2.57068e+06;2.57069e+06;1.01
2.57071e+06;2.57071e+06;1.01
2.57072e+06;2.57072e+06;1.01
2.57079e+06;2.57079e+06;1.01
2.57086e+06;2.57086e+06;1.01
2.57089e+06;2.57089e+06;1.01
2.57095e+06;2.57095e+06;1.01
2.57096e+06;2.57096e+06;1.01
2.57099e+06;2.57099e+06;1.01
2.57103e+06;2.57103e+06;1.01
2.57104e+06;2.57104e+06;1.01
2.57107e+06;2.57107e+06;1.01
2.57108e+06;2.57108e+06;1.01
2.57117e+06;2.57117e+06;1.01
2.57118e+06;2.57118e+06;1.01
2.57124e+06;2.57124e+06;1.01
2.57128e+06;2.57128e+06;1.01
2.57129e+06;2.57129e+06;1.01
2.57133e+06;2.57133e+06;1.01
2.57151e+06;2.57152e+06;1.01
2.5716e+06;2.5716e+06;1.01
2.57163e+06;2.57163e+06;1.01
2.57168e+06;2.57168e+06;1.01
2.57171e+06;2.57171e+06;1.01
2.57171e+06;2.57171e+06;1.02599
2.57175e+06;2.57175e+06;1.01
2.57175e+06;2.57175e+06;1.01
2.57175e+06;2.57175e+06;1.01
2.57181e+06;2.57181e+06;1.01
2.57187e+06;2.57187e+06;1.01
2.57187e+06;2.57187e+06;1.01
2.57188e+06;2.57188e+06;1.01
2.57193e+06;2.57193e+06;1.01
2.57196e+06;2.57196e+06;1.01
2.57202e+06;2.57202e+06;1.01
2.57205e+06;2.57205e+06;1.01
2.57205e+06;2.57205e+06;1.01
2.57206e+06;2.57206e+06;1.01
2.57206e+06;2.57207e+06;1.01
2.5721e+06;2.5721e+06;1.01
2.57211e+06;2.57211e+06;1.01
2.57217e+06;2.57217e+06;1.01
2.57219e+06;2.57219e+06;1.01
2.57223e+06;2.57223e+06;1.01
2.57224e+06;2.57225e+06;1.01
2.57225e+06;2.57225e+06;1.01
2.57227e+06;2.57227e+06;1.01
2.57228e+06;2.57228e+06;1.01
2.57242e+06;2.57242e+06;1.01
2.57244e+06;2.57244e+06;1.01
2.5725e+06;2.5725e+06;1.01
2.57254e+06;2.57254e+06;1.01
2.57255e+06;2.57255e+06;1.01
2.57265e+06;2.57265e+06;1.01
2.57283e+06;2.57284e+06;1.01
2.57284e+06;2.57284e+06;1.01
2.57287e+06;2.57287e+06;1.01
2.57288e+06;2.57289e+06;1.01
2.57295e+06;2.57295e+06;1.01
2.57297e+06;2.57297e+06;1.01
2.57307e+06;2.57307e+06;1.01
2.57309e+06;2.57309e+06;1.01
2.57313e+06;2.57313e+06;1.01
2.57326e+06;2.57326e+06;1.01
2.57332e+06;2.57332e+06;1.01
2.57334e+06;2.57334e+06;1.01
2.57334e+06;2.57334e+06;1.01
2.57335e+06;2.57335e+06;1.01
2.57341e+06;2.57342e+06;1.01
2.57346e+06;2.57346e+06;1.01
2.57361e+06;2.57361e+06;1.01
2.57362e+06;2.57362e+06;1.01
2.57365e+06;2.57365e+06;1.01
2.57369e+06;2.57369e+06;1.01
2.57375e+06;2.57375e+06;1.01
2.57376e+06;2.57376e+06;1.01
2.57378e+06;2.57378e+06;1.01
2.57379e+06;2.57379e+06;1.01
2.57384e+06;2.57385e+06;1.01
2.57385e+06;2.57385e+06;1.01
2.57393e+06;2.57393e+06;1.01
2.57399e+06;2.57399e+06;1.01
2.57409e+06;2.57409e+06;1.01
2.57416e+06;2.57416e+06;1.01
2.5742e+06;2.5742e+06;1.01
2.57423e+06;2.57423e+06;1.01
2.57431e+06;2.57432e+06;1.01
2.57437e+06;2.57437e+06;1.01
2.57437e+06;2.57437e+06;1.01
2.57445e+06;2.57445e+06;1.01
2.57461e+06;2.57461e+06;1.01
2.57471e+06;2.57471e+06;1.01
2.57475e+06;2.57475e+06;1.01
2.57482e+06;2.57482e+06;1.01
2.57491e+06;2.57491e+06;1.01
2.57492e+06;2.57492e+06;1.01
2.57492e+06;2.57492e+06;1.01
2.57506e+06;2.57506e+06;1.01
2.5751e+06;2.5751e+06;1.01
2.57514e+06;2.57514e+06;1.01
2.5752e+06;2.5752e+06;1.01
2.57525e+06;2.57525e+06;1.01
2.57526e+06;2.57526e+06;1.01
2.5753e+06;2.5753e+06;1.01
2.5753e+06;2.5753e+06;1.99581
2.57531e+06;2.57531e+06;1.01
2.57532e+06;2.57532e+06;1.01
2.57535e+06;2.57535e+06;1.01
2.57543e+06;2.57543e+06;1.01
2.57547e+06;2.57548e+06;1.01
2.57548e+06;2.57548e+06;1.01
2.5755e+06;2.5755e+06;1.01
2.57552e+06;2.57552e+06;1.01
2.57571e+06;2.57571e+06;1.01
2.57573e+06;2.57573e+06;1.01
2.57581e+06;2.57582e+06;1.01
2.57582e+06;2.57583e+06;1.01
2.57589e+06;2.57589e+06;1.01
2.57595e+06;2.57595e+06;1.01
2.57609e+06;2.57609e+06;1.01
2.57614e+06;2.57614e+06;1.01
2.57617e+06;2.57617e+06;1.01
2.57629e+06;2.57629e+06;1.01
2.57631e+06;2.57631e+06;1.01
2.57644e+06;2.57644e+06;1.01
2.57646e+06;2.57647e+06;1.01
2.57646e+06;2.57647e+06;2.01465
2.5765e+06;2.5765e+06;1.01
2.57651e+06;2.57652e+06;1.01
2.57656e+06;2.57656e+06;1.01
2.57659e+06;2.57659e+06;1.01
2.57659e+06;2.57659e+06;1.01
2.57662e+06;2.57662e+06;1.01
2.57669e+06;2.5767e+06;1.01
2.57676e+06;2.57676e+06;1.01
2.57678e+06;2.57678e+06;1.01
2.57685e+06;2.57685e+06;1.01
2.57687e+06;2.57687e+06;1.01
2.57689e+06;2.57689e+06;1.01
2.57696e+06;2.57696e+06;1.01
2.57699e+06;2.57699e+06;1.01
2.57704e+06;2.57704e+06;1.01
2.57706e+06;2.57706e+06;1.01
2.57712e+06;2.57712e+06;1.01
2.57715e+06;2.57715e+06;1.01
2.5772e+06;2.5772e+06;1.01
2.57732e+06;2.57732e+06;1.01
2.57739e+06;2.57739e+06;1.01
2.57743e+06;2.57743e+06;1.01
2.57745e+06;2.57745e+06;1.01
2.57756e+06;2.57756e+06;1.01
2.57756e+06;2.57756e+06;1.01
2.57756e+06;2.57756e+06;1.01
2.57757e+06;2.57757e+06;1.01
2.57759e+06;2.57759e+06;1.01
2.57766e+06;2.57766e+06;1.01
2.57771e+06;2.57771e+06;1.01
2.57772e+06;2.57772e+06;1.01
2.57779e+06;2.57779e+06;1.01
2.57785e+06;2.57785e+06;1.01
2.57785e+06;2.57786e+06;1.87145
2.57789e+06;2.57789e+06;1.01
2.57796e+06;2.57796e+06;1.01
2.57806e+06;2.57807e+06;1.01
2.57824e+06;2.57824e+06;1.01
2.57835e+06;2.57835e+06;1.01
2.5784e+06;2.5784e+06;1.01
2.5784e+06;2.5784e+06;1.01
2.57846e+06;2.57846e+06;1.01
2.57847e+06;2.57847e+06;1.01
2.57848e+06;2.57848e+06;1.01
2.57858e+06;2.57858e+06;1.01
2.57861e+06;2.57861e+06;1.01
2.57865e+06;2.57865e+06;1.01
2.57874e+06;2.57874e+06;1.01
2.57877e+06;2.57877e+06;1.01
2.57878e+06;2.57879e+06;1.01
2.57882e+06;2.57882e+06;1.01
2.57883e+06;2.57883e+06;1.01
2.57884e+06;2.57885e+06;1.01
2.57892e+06;2.57892e+06;1.01
2.57896e+06;2.57896e+06;1.01
2.57897e+06;2.57897e+06;1.01
2.57898e+06;2.57898e+06;1.01
2.57924e+06;2.57924e+06;1.01
2.57925e+06;2.57925e+06;1.01
2.57927e+06;2.57927e+06;1.01
2.57932e+06;2.57932e+06;1.01
2.57935e+06;2.57935e+06;1.01
2.57943e+06;2.57944e+06;1.01
2.57945e+06;2.57945e+06;1.01
2.57948e+06;2.57948e+06;1.01
2.57953e+06;2.57954e+06;1.01
2.57954e+06;2.57954e+06;1.01
2.57956e+06;2.57956e+06;1.01
2.57956e+06;2.57957e+06;1.01
2.57959e+06;2.57959e+06;1.01
2.57961e+06;2.57961e+06;1.01
2.57961e+06;2.57961e+06;1.01
2.57965e+06;2.57965e+06;1.01
2.57965e+06;2.57965e+06;1.96238
2.57965e+06;2.57965e+06;1.01
2.57969e+06;2.57969e+06;1.01
2.57969e+06;2.57969e+06;1.34654
2.5797e+06;2.5797e+06;1.01
2.57973e+06;2.57974e+06;1.01
2.57975e+06;2.57975e+06;1.01
2.57981e+06;2.57981e+06;1.01
2.57985e+06;2.57985e+06;1.01
2.57997e+06;2.57997e+06;1.01
2.58009e+06;2.58009e+06;1.01
2.5801e+06;2.5801e+06;1.01
2.58011e+06;2.58011e+06;1.01
2.58012e+06;2.58012e+06;1.01
2.58017e+06;2.58017e+06;1.01
2.58024e+06;2.58024e+06;1.01
2.58028e+06;2.58028e+06;1.01
2.58028e+06;2.58029e+06;1.01
2.58033e+06;2.58033e+06;1.01
2.58049e+06;2.58049e+06;1.01
2.58056e+06;2.58056e+06;1.01
2.58063e+06;2.58063e+06;1.01
2.58066e+06;2.58066e+06;1.01
2.58069e+06;2.58069e+06;1.01
2.58076e+06;2.58076e+06;1.01
2.5808e+06;2.5808e+06;1.01
2.58087e+06;2.58087e+06;1.01
2.58089e+06;2.58089e+06;1.01
2.58091e+06;2.58091e+06;1.01
2.58091e+06;2.58091e+06;1.04496
2.58092e+06;2.58092e+06;1.01
2.58096e+06;2.58096e+06;1.01
2.58097e+06;2.58097e+06;1.01
2.58113e+06;2.58113e+06;1.01
2.58114e+06;2.58114e+06;1.01
2.58115e+06;2.58115e+06;1.01
2.58124e+06;2.58124e+06;1.01
2.58124e+06;2.58124e+06;1.01
2.58128e+06;2.58128e+06;1.01
2.58134e+06;2.58134e+06;1.01
2.58137e+06;2.58138e+06;1.01
2.58138e+06;2.58138e+06;1.19787
2.58139e+06;2.5814e+06;1.01
2.58142e+06;2.58143e+06;1.01
2.58152e+06;2.58152e+06;1.01
2.58153e+06;2.58153e+06;1.01
2.58153e+06;2.58153e+06;1.01
2.58155e+06;2.58155e+06;1.01
2.58163e+06;2.58163e+06;1.01
2.58173e+06;2.58173e+06;1.01
2.58181e+06;2.58182e+06;1.01
2.58195e+06;2.58195e+06;1.01
2.58204e+06;2.58204e+06;1.01
2.58215e+06;2.58215e+06;1.01
2.58215e+06;2.58215e+06;1.01
2.58218e+06;2.58218e+06;1.01
2.58218e+06;2.58218e+06;1.01
2.58221e+06;2.58222e+06;1.01
2.58224e+06;2.58224e+06;1.01
2.58227e+06;2.58227e+06;1.01
2.58228e+06;2.58228e+06;1.01
2.58236e+06;2.58236e+06;1.01
2.58237e+06;2.58237e+06;1.01
2.58241e+06;2.58241e+06;1.01
2.58242e+06;2.58242e+06;1.01
2.58247e+06;2.58247e+06;1.01
2.58253e+06;2.58253e+06;1.01
2.58254e+06;2.58254e+06;1.01
2.58264e+06;2.58264e+06;1.01
2.58266e+06;2.58266e+06;1.01
2.58272e+06;2.58272e+06;1.01
2.58276e+06;2.58276e+06;1.01
2.58276e+06;2.58277e+06;1.01
2.58282e+06;2.58282e+06;1.01
2.58287e+06;2.58287e+06;1.01
2.5829e+06;2.58291e+06;1.01
2.58294e+06;2.58294e+06;1.01
2.58296e+06;2.58296e+06;1.01
2.58298e+06;2.58298e+06;1.01
2.58303e+06;2.58303e+06;1.01
2.58303e+06;2.58303e+06;1.01
2.58304e+06;2.58304e+06;1.01
2.58306e+06;2.58306e+06;1.01
2.5831e+06;2.5831e+06;1.01
2.58312e+06;2.58312e+06;1.01
2.58313e+06;2.58313e+06;1.01
2.58321e+06;2.58321e+06;1.01
2.58322e+06;2.58323e+06;1.01
2.58323e+06;2.58324e+06;1.01
2.58331e+06;2.58331e+06;1.01
2.58345e+06;2.58345e+06;1.01
2.58345e+06;2.58345e+06;1.01
2.58345e+06;2.58345e+06;1.48972
2.58348e+06;2.58348e+06;1.01
2.58354e+06;2.58354e+06;1.01
2.58363e+06;2.58363e+06;1.01
2.58363e+06;2.58363e+06;1.01
2.58365e+06;2.58365e+06;1.01
2.58371e+06;2.58372e+06;1.01
2.58377e+06;2.58378e+06;1.01
2.58383e+06;2.58383e+06;1.01
2.58383e+06;2.58383e+06;1.05781
2.58386e+06;2.58386e+06;1.01
2.58386e+06;2.58387e+06;1.01
2.58387e+06;2.58387e+06;1.01
2.58392e+06;2.58392e+06;1.01
2.58407e+06;2.58407e+06;1.01
2.58415e+06;2.58415e+06;1.01
2.58416e+06;2.58417e+06;1.01
2.58421e+06;2.58421e+06;1.01
2.58426e+06;2.58426e+06;1.01
2.58429e+06;2.5843e+06;1.01
2.58431e+06;2.58431e+06;1.01
2.58435e+06;2.58435e+06;1.01
2.58437e+06;2.58437e+06;1.01
2.58442e+06;2.58442e+06;1.01
2.58443e+06;2.58444e+06;1.01
2.58449e+06;2.58449e+06;1.01
2.58456e+06;2.58457e+06;1.01
2.58458e+06;2.58458e+06;1.01
2.58459e+06;2.58459e+06;1.01
2.58459e+06;2.58459e+06;1.61798
2.5846e+06;2.5846e+06;1.01
2.58463e+06;2.58464e+06;1.01
2.58468e+06;2.58468e+06;1.01
2.58475e+06;2.58475e+06;1.01
2.58477e+06;2.58477e+06;1.01
2.58478e+06;2.58478e+06;1.01
2.5849e+06;2.5849e+06;1.01
2.58497e+06;2.58497e+06;1.01
2.585e+06;2.585e+06;1.01
2.58505e+06;2.58505e+06;1.01
2.58507e+06;2.58508e+06;1.01
2.58515e+06;2.58515e+06;1.01
2.58524e+06;2.58524e+06;1.01
2.58525e+06;2.58525e+06;1.01
2.58527e+06;2.58527e+06;1.01
2.58533e+06;2.58533e+06;1.01
2.58536e+06;2.58536e+06;1.01
2.58536e+06;2.58536e+06;1.43929
2.58537e+06;2.58537e+06;1.01
2.58538e+06;2.58538e+06;1.01
2.58544e+06;2.58544e+06;1.01
2.58552e+06;2.58552e+06;1.01
2.58553e+06;2.58553e+06;1.01
2.58558e+06;2.58558e+06;1.01
2.58558e+06;2.58558e+06;1.01
2.58558e+06;2.58558e+06;1.01
2.58563e+06;2.58563e+06;1.01
2.58574e+06;2.58574e+06;1.01
2.58576e+06;2.58576e+06;1.01
2.58584e+06;2.58584e+06;1.01
2.58596e+06;2.58596e+06;1.01
2.58599e+06;2.58599e+06;1.01
2.586e+06;2.586e+06;1.01
2.58603e+06;2.58603e+06;1.01
2.58604e+06;2.58605e+06;1.01
2.58607e+06;2.58607e+06;1.01
2.58611e+06;2.58611e+06;1.01
2.58616e+06;2.58616e+06;1.01
2.58624e+06;2.58624e+06;1.01
2.58627e+06;2.58627e+06;1.01
2.58632e+06;2.58632e+06;1.01
2.58637e+06;2.58637e+06;1.01
2.58642e+06;2.58642e+06;1.01
2.58643e+06;2.58643e+06;1.01
2.58658e+06;2.58658e+06;1.01
2.58659e+06;2.58659e+06;1.01
2.58661e+06;2.58661e+06;1.01
2.58662e+06;2.58662e+06;1.01
2.58664e+06;2.58664e+06;1.01
2.58666e+06;2.58666e+06;1.01
2.5867e+06;2.5867e+06;1.01
2.58672e+06;2.58672e+06;1.01
2.58673e+06;2.58673e+06;1.01
2.58674e+06;2.58674e+06;1.01
2.58682e+06;2.58682e+06;1.01
2.58683e+06;2.58684e+06;1.01
2.58684e+06;2.58684e+06;1.01
2.58684e+06;2.58684e+06;1.01
2.58685e+06;2.58685e+06;1.01
2.58692e+06;2.58692e+06;1.01
2.58704e+06;2.58704e+06;1.01
2.58706e+06;2.58706e+06;1.01
2.58707e+06;2.58707e+06;1.01
2.58715e+06;2.58715e+06;1.01
2.58719e+06;2.58719e+06;1.01
2.58719e+06;2.5872e+06;1.53413
2.58725e+06;2.58725e+06;1.01
2.58737e+06;2.58737e+06;1.01
2.58738e+06;2.58738e+06;1.01
2.5874e+06;2.5874e+06;1.01
2.58742e+06;2.58742e+06;1.01
2.58752e+06;2.58752e+06;1.01
2.58756e+06;2.58756e+06;1.01
2.58756e+06;2.58756e+06;1.01
2.5876e+06;2.5876e+06;1.01
2.58771e+06;2.58771e+06;1.01
2.58776e+06;2.58776e+06;1.01
2.5878e+06;2.5878e+06;1.01
2.58783e+06;2.58783e+06;1.01
2.58786e+06;2.58786e+06;1.01
2.58789e+06;2.58789e+06;1.01
2.5879e+06;2.5879e+06;1.01
2.58794e+06;2.58794e+06;1.01
2.58805e+06;2.58805e+06;1.01
2.58811e+06;2.58811e+06;1.01
2.58813e+06;2.58813e+06;1.01
2.58824e+06;2.58824e+06;1.01
2.58827e+06;2.58828e+06;1.01
2.5884e+06;2.5884e+06;1.01
2.5884e+06;2.5884e+06;1.01
2.5884e+06;2.5884e+06;1.23161
2.58843e+06;2.58843e+06;1.01
2.58847e+06;2.58847e+06;1.01
2.58848e+06;2.58848e+06;1.01
2.58849e+06;2.58849e+06;1.01
2.58853e+06;2.58853e+06;1.01
2.58853e+06;2.58853e+06;1.15062
2.5886e+06;2.58861e+06;1.01
2.58863e+06;2.58863e+06;1.01
2.58871e+06;2.58871e+06;1.01
2.58874e+06;2.58874e+06;1.01
2.58887e+06;2.58887e+06;1.01
2.58889e+06;2.58889e+06;1.01
2.58889e+06;2.58889e+06;1.01
2.58894e+06;2.58894e+06;1.01
2.58894e+06;2.58894e+06;1.01
2.58894e+06;2.58895e+06;1.01
2.58903e+06;2.58903e+06;1.01
2.58904e+06;2.58904e+06;1.01
2.58918e+06;2.58918e+06;1.01
2.58928e+06;2.58928e+06;1.01
2.58932e+06;2.58932e+06;1.01
2.58933e+06;2.58933e+06;1.01
2.58933e+06;2.58933e+06;1.01
2.5894e+06;2.5894e+06;1.01
2.58941e+06;2.58941e+06;1.01
2.58948e+06;2.58948e+06;1.01
2.58949e+06;2.58949e+06;1.01
2.58949e+06;2.58949e+06;1.01
2.58956e+06;2.58956e+06;1.01
2.58957e+06;2.58958e+06;1.01
2.58961e+06;2.58961e+06;1.01
2.58963e+06;2.58963e+06;1.01
2.58968e+06;2.58969e+06;1.01
2.58969e+06;2.58969e+06;1.01
2.58969e+06;2.58969e+06;1.01
2.58971e+06;2.58971e+06;1.01
2.58975e+06;2.58975e+06;1.01
2.58975e+06;2.58975e+06;1.01
2.58982e+06;2.58982e+06;1.01
2.58985e+06;2.58985e+06;1.01
2.58991e+06;2.58991e+06;1.01
2.58994e+06;2.58994e+06;1.01
2.58996e+06;2.58997e+06;1.01
2.58998e+06;2.58998e+06;1.01
2.59005e+06;2.59005e+06;1.01
2.59007e+06;2.59007e+06;1.01
2.59011e+06;2.59011e+06;1.01
2.59012e+06;2.59012e+06;1.01
2.59012e+06;2.59012e+06;1.27381
2.59012e+06;2.59012e+06;1.01
2.59012e+06;2.59012e+06;1.57495
2.59015e+06;2.59016e+06;1.01
2.59026e+06;2.59026e+06;1.01
2.5903e+06;2.5903e+06;1.01
2.59031e+06;2.59031e+06;1.01
2.59035e+06;2.59035e+06;1.01
2.59036e+06;2.59036e+06;1.01
2.5904e+06;2.5904e+06;1.01
2.59045e+06;2.59045e+06;1.01
2.5905e+06;2.5905e+06;1.01
2.59051e+06;2.59051e+06;1.01
2.59056e+06;2.59056e+06;1.01
2.59056e+06;2.59056e+06;1.43722
2.59058e+06;2.59058e+06;1.01
2.59064e+06;2.59064e+06;1.01
2.59065e+06;2.59065e+06;1.01
2.59066e+06;2.59066e+06;1.01
2.59068e+06;2.59068e+06;1.01
2.5907e+06;2.5907e+06;1.01
2.59076e+06;2.59076e+06;1.01
2.59079e+06;2.59079e+06;1.01
2.59084e+06;2.59084e+06;1.01
2.59085e+06;2.59085e+06;1.01
2.59098e+06;2.59098e+06;1.01
2.59106e+06;2.59106e+06;1.01
2.5911e+06;2.5911e+06;1.01
2.59115e+06;2.59115e+06;1.01
2.59116e+06;2.59116e+06;1.01
2.59116e+06;2.59116e+06;1.14806
2.59126e+06;2.59126e+06;1.01
2.59132e+06;2.59132e+06;1.01
2.59142e+06;2.59142e+06;1.01
2.59148e+06;2.59148e+06;1.01
2.59149e+06;2.59149e+06;1.01
2.59157e+06;2.59157e+06;1.01
2.59158e+06;2.59158e+06;1.01
2.59159e+06;2.5916e+06;1.01
2.59164e+06;2.59164e+06;1.01
2.59165e+06;2.59165e+06;1.01
2.59167e+06;2.59167e+06;1.01
2.59173e+06;2.59173e+06;1.01
2.59174e+06;2.59174e+06;1.01
2.59176e+06;2.59176e+06;1.01
2.59182e+06;2.59182e+06;1.01
2.59187e+06;2.59187e+06;1.01
2.59201e+06;2.59201e+06;1.01
2.59207e+06;2.59207e+06;1.01
2.59219e+06;2.59219e+06;1.01
2.5922e+06;2.5922e+06;1.01
2.59223e+06;2.59223e+06;1.01
2.59225e+06;2.59225e+06;1.01
2.59226e+06;2.59226e+06;1.01
2.59229e+06;2.59229e+06;1.01
2.59231e+06;2.59231e+06;1.01
2.5924e+06;2.5924e+06;1.01
2.59247e+06;2.59247e+06;1.01
2.59258e+06;2.59258e+06;1.01
2.5926e+06;2.5926e+06;1.01
2.59267e+06;2.59267e+06;1.01
2.59278e+06;2.59278e+06;1.01
2.59287e+06;2.59287e+06;1.01
2.5931e+06;2.5931e+06;1.01
2.59323e+06;2.59323e+06;1.01
2.59323e+06;2.59323e+06;1.16282
2.59325e+06;2.59325e+06;1.01
2.59329e+06;2.59329e+06;1.01
2.59329e+06;2.59329e+06;1.07737
2.59336e+06;2.59336e+06;1.01
2.5934e+06;2.5934e+06;1.01
2.59341e+06;2.59341e+06;1.01
2.59343e+06;2.59344e+06;1.01
2.59346e+06;2.59346e+06;1.01
2.59347e+06;2.59347e+06;1.01
2.59349e+06;2.59349e+06;1.01
2.59349e+06;2.59349e+06;1.01
2.59351e+06;2.59351e+06;1.01
2.59362e+06;2.59362e+06;1.01
2.59364e+06;2.59364e+06;1.01
